Date,Department,Dept_Date_Key,Total_Beds,Occupied_Beds,Occupancy_Rate
2024-02-04,General Medicine,General Medicine_2024-02-04,80,66,0.825
2024-02-05,General Medicine,General Medicine_2024-02-05,80,66,0.825
2024-02-06,General Medicine,General Medicine_2024-02-06,80,66,0.825
2024-02-07,General Medicine,General Medicine_2024-02-07,80,64,0.8
2024-02-08,General Medicine,General Medicine_2024-02-08,80,67,0.838
2024-02-09,General Medicine,General Medicine_2024-02-09,80,65,0.812
2024-02-10,General Medicine,General Medicine_2024-02-10,80,68,0.85
2024-02-11,General Medicine,General Medicine_2024-02-11,80,61,0.762
2024-02-12,General Medicine,General Medicine_2024-02-12,80,69,0.863
2024-02-13,General Medicine,General Medicine_2024-02-13,80,59,0.738
2024-02-14,General Medicine,General Medicine_2024-02-14,80,61,0.762
2024-02-15,General Medicine,General Medicine_2024-02-15,80,62,0.775
2024-02-16,General Medicine,General Medicine_2024-02-16,80,63,0.787
2024-02-17,General Medicine,General Medicine_2024-02-17,80,68,0.85
2024-02-18,General Medicine,General Medicine_2024-02-18,80,65,0.812
2024-02-19,General Medicine,General Medicine_2024-02-19,80,67,0.838
2024-02-20,General Medicine,General Medicine_2024-02-20,80,64,0.8
2024-02-21,General Medicine,General Medicine_2024-02-21,80,58,0.725
2024-02-22,General Medicine,General Medicine_2024-02-22,80,62,0.775
2024-02-23,General Medicine,General Medicine_2024-02-23,80,68,0.85
2024-02-24,General Medicine,General Medicine_2024-02-24,80,76,0.95
2024-02-25,General Medicine,General Medicine_2024-02-25,80,68,0.85
2024-02-26,General Medicine,General Medicine_2024-02-26,80,66,0.825
2024-02-27,General Medicine,General Medicine_2024-02-27,80,64,0.8
2024-02-28,General Medicine,General Medicine_2024-02-28,80,60,0.75
2024-02-29,General Medicine,General Medicine_2024-02-29,80,61,0.762
2024-03-01,General Medicine,General Medicine_2024-03-01,80,65,0.812
2024-03-02,General Medicine,General Medicine_2024-03-02,80,61,0.762
2024-03-03,General Medicine,General Medicine_2024-03-03,80,72,0.9
2024-03-04,General Medicine,General Medicine_2024-03-04,80,65,0.812
2024-03-05,General Medicine,General Medicine_2024-03-05,80,63,0.787
2024-03-06,General Medicine,General Medicine_2024-03-06,80,64,0.8
2024-03-07,General Medicine,General Medicine_2024-03-07,80,65,0.812
2024-03-08,General Medicine,General Medicine_2024-03-08,80,67,0.838
2024-03-09,General Medicine,General Medicine_2024-03-09,80,64,0.8
2024-03-10,General Medicine,General Medicine_2024-03-10,80,65,0.812
2024-03-11,General Medicine,General Medicine_2024-03-11,80,52,0.65
2024-03-12,General Medicine,General Medicine_2024-03-12,80,59,0.738
2024-03-13,General Medicine,General Medicine_2024-03-13,80,68,0.85
2024-03-14,General Medicine,General Medicine_2024-03-14,80,61,0.762
2024-03-15,General Medicine,General Medicine_2024-03-15,80,59,0.738
2024-03-16,General Medicine,General Medicine_2024-03-16,80,63,0.787
2024-03-17,General Medicine,General Medicine_2024-03-17,80,64,0.8
2024-03-18,General Medicine,General Medicine_2024-03-18,80,64,0.8
2024-03-19,General Medicine,General Medicine_2024-03-19,80,64,0.8
2024-03-20,General Medicine,General Medicine_2024-03-20,80,70,0.875
2024-03-21,General Medicine,General Medicine_2024-03-21,80,65,0.812
2024-03-22,General Medicine,General Medicine_2024-03-22,80,61,0.762
2024-03-23,General Medicine,General Medicine_2024-03-23,80,58,0.725
2024-03-24,General Medicine,General Medicine_2024-03-24,80,63,0.787
2024-03-25,General Medicine,General Medicine_2024-03-25,80,60,0.75
2024-03-26,General Medicine,General Medicine_2024-03-26,80,60,0.75
2024-03-27,General Medicine,General Medicine_2024-03-27,80,73,0.912
2024-03-28,General Medicine,General Medicine_2024-03-28,80,70,0.875
2024-03-29,General Medicine,General Medicine_2024-03-29,80,62,0.775
2024-03-30,General Medicine,General Medicine_2024-03-30,80,67,0.838
2024-03-31,General Medicine,General Medicine_2024-03-31,80,67,0.838
2024-04-01,General Medicine,General Medicine_2024-04-01,80,63,0.787
2024-04-02,General Medicine,General Medicine_2024-04-02,80,62,0.775
2024-04-03,General Medicine,General Medicine_2024-04-03,80,64,0.8
2024-04-04,General Medicine,General Medicine_2024-04-04,80,65,0.812
2024-04-05,General Medicine,General Medicine_2024-04-05,80,59,0.738
2024-04-06,General Medicine,General Medicine_2024-04-06,80,66,0.825
2024-04-07,General Medicine,General Medicine_2024-04-07,80,62,0.775
2024-04-08,General Medicine,General Medicine_2024-04-08,80,66,0.825
2024-04-09,General Medicine,General Medicine_2024-04-09,80,60,0.75
2024-04-10,General Medicine,General Medicine_2024-04-10,80,61,0.762
2024-04-11,General Medicine,General Medicine_2024-04-11,80,70,0.875
2024-04-12,General Medicine,General Medicine_2024-04-12,80,65,0.812
2024-04-13,General Medicine,General Medicine_2024-04-13,80,67,0.838
2024-04-14,General Medicine,General Medicine_2024-04-14,80,61,0.762
2024-04-15,General Medicine,General Medicine_2024-04-15,80,64,0.8
2024-04-16,General Medicine,General Medicine_2024-04-16,80,66,0.825
2024-04-17,General Medicine,General Medicine_2024-04-17,80,68,0.85
2024-04-18,General Medicine,General Medicine_2024-04-18,80,65,0.812
2024-04-19,General Medicine,General Medicine_2024-04-19,80,64,0.8
2024-04-20,General Medicine,General Medicine_2024-04-20,80,64,0.8
2024-04-21,General Medicine,General Medicine_2024-04-21,80,64,0.8
2024-04-22,General Medicine,General Medicine_2024-04-22,80,63,0.787
2024-04-23,General Medicine,General Medicine_2024-04-23,80,66,0.825
2024-04-24,General Medicine,General Medicine_2024-04-24,80,70,0.875
2024-04-25,General Medicine,General Medicine_2024-04-25,80,73,0.912
2024-04-26,General Medicine,General Medicine_2024-04-26,80,61,0.762
2024-04-27,General Medicine,General Medicine_2024-04-27,80,66,0.825
2024-04-28,General Medicine,General Medicine_2024-04-28,80,68,0.85
2024-04-29,General Medicine,General Medicine_2024-04-29,80,64,0.8
2024-04-30,General Medicine,General Medicine_2024-04-30,80,57,0.713
2024-05-01,General Medicine,General Medicine_2024-05-01,80,68,0.85
2024-05-02,General Medicine,General Medicine_2024-05-02,80,71,0.887
2024-05-03,General Medicine,General Medicine_2024-05-03,80,64,0.8
2024-05-04,General Medicine,General Medicine_2024-05-04,80,64,0.8
2024-05-05,General Medicine,General Medicine_2024-05-05,80,73,0.912
2024-05-06,General Medicine,General Medicine_2024-05-06,80,64,0.8
2024-05-07,General Medicine,General Medicine_2024-05-07,80,67,0.838
2024-05-08,General Medicine,General Medicine_2024-05-08,80,62,0.775
2024-05-09,General Medicine,General Medicine_2024-05-09,80,62,0.775
2024-05-10,General Medicine,General Medicine_2024-05-10,80,60,0.75
2024-05-11,General Medicine,General Medicine_2024-05-11,80,65,0.812
2024-05-12,General Medicine,General Medicine_2024-05-12,80,66,0.825
2024-05-13,General Medicine,General Medicine_2024-05-13,80,68,0.85
2024-05-14,General Medicine,General Medicine_2024-05-14,80,60,0.75
2024-05-15,General Medicine,General Medicine_2024-05-15,80,63,0.787
2024-05-16,General Medicine,General Medicine_2024-05-16,80,65,0.812
2024-05-17,General Medicine,General Medicine_2024-05-17,80,56,0.7
2024-05-18,General Medicine,General Medicine_2024-05-18,80,62,0.775
2024-05-19,General Medicine,General Medicine_2024-05-19,80,59,0.738
2024-05-20,General Medicine,General Medicine_2024-05-20,80,68,0.85
2024-05-21,General Medicine,General Medicine_2024-05-21,80,61,0.762
2024-05-22,General Medicine,General Medicine_2024-05-22,80,64,0.8
2024-05-23,General Medicine,General Medicine_2024-05-23,80,69,0.863
2024-05-24,General Medicine,General Medicine_2024-05-24,80,60,0.75
2024-05-25,General Medicine,General Medicine_2024-05-25,80,64,0.8
2024-05-26,General Medicine,General Medicine_2024-05-26,80,69,0.863
2024-05-27,General Medicine,General Medicine_2024-05-27,80,58,0.725
2024-05-28,General Medicine,General Medicine_2024-05-28,80,65,0.812
2024-05-29,General Medicine,General Medicine_2024-05-29,80,69,0.863
2024-05-30,General Medicine,General Medicine_2024-05-30,80,59,0.738
2024-05-31,General Medicine,General Medicine_2024-05-31,80,64,0.8
2024-06-01,General Medicine,General Medicine_2024-06-01,80,59,0.738
2024-06-02,General Medicine,General Medicine_2024-06-02,80,66,0.825
2024-06-03,General Medicine,General Medicine_2024-06-03,80,64,0.8
2024-06-04,General Medicine,General Medicine_2024-06-04,80,62,0.775
2024-06-05,General Medicine,General Medicine_2024-06-05,80,70,0.875
2024-06-06,General Medicine,General Medicine_2024-06-06,80,66,0.825
2024-06-07,General Medicine,General Medicine_2024-06-07,80,64,0.8
2024-06-08,General Medicine,General Medicine_2024-06-08,80,62,0.775
2024-06-09,General Medicine,General Medicine_2024-06-09,80,52,0.65
2024-06-10,General Medicine,General Medicine_2024-06-10,80,61,0.762
2024-06-11,General Medicine,General Medicine_2024-06-11,80,59,0.738
2024-06-12,General Medicine,General Medicine_2024-06-12,80,60,0.75
2024-06-13,General Medicine,General Medicine_2024-06-13,80,59,0.738
2024-06-14,General Medicine,General Medicine_2024-06-14,80,58,0.725
2024-06-15,General Medicine,General Medicine_2024-06-15,80,59,0.738
2024-06-16,General Medicine,General Medicine_2024-06-16,80,58,0.725
2024-06-17,General Medicine,General Medicine_2024-06-17,80,69,0.863
2024-06-18,General Medicine,General Medicine_2024-06-18,80,67,0.838
2024-06-19,General Medicine,General Medicine_2024-06-19,80,68,0.85
2024-06-20,General Medicine,General Medicine_2024-06-20,80,68,0.85
2024-06-21,General Medicine,General Medicine_2024-06-21,80,67,0.838
2024-06-22,General Medicine,General Medicine_2024-06-22,80,63,0.787
2024-06-23,General Medicine,General Medicine_2024-06-23,80,63,0.787
2024-06-24,General Medicine,General Medicine_2024-06-24,80,66,0.825
2024-06-25,General Medicine,General Medicine_2024-06-25,80,59,0.738
2024-06-26,General Medicine,General Medicine_2024-06-26,80,62,0.775
2024-06-27,General Medicine,General Medicine_2024-06-27,80,58,0.725
2024-06-28,General Medicine,General Medicine_2024-06-28,80,63,0.787
2024-06-29,General Medicine,General Medicine_2024-06-29,80,58,0.725
2024-06-30,General Medicine,General Medicine_2024-06-30,80,65,0.812
2024-07-01,General Medicine,General Medicine_2024-07-01,80,66,0.825
2024-07-02,General Medicine,General Medicine_2024-07-02,80,60,0.75
2024-07-03,General Medicine,General Medicine_2024-07-03,80,63,0.787
2024-07-04,General Medicine,General Medicine_2024-07-04,80,63,0.787
2024-07-05,General Medicine,General Medicine_2024-07-05,80,61,0.762
2024-07-06,General Medicine,General Medicine_2024-07-06,80,64,0.8
2024-07-07,General Medicine,General Medicine_2024-07-07,80,68,0.85
2024-07-08,General Medicine,General Medicine_2024-07-08,80,64,0.8
2024-07-09,General Medicine,General Medicine_2024-07-09,80,67,0.838
2024-07-10,General Medicine,General Medicine_2024-07-10,80,63,0.787
2024-07-11,General Medicine,General Medicine_2024-07-11,80,61,0.762
2024-07-12,General Medicine,General Medicine_2024-07-12,80,70,0.875
2024-07-13,General Medicine,General Medicine_2024-07-13,80,68,0.85
2024-07-14,General Medicine,General Medicine_2024-07-14,80,71,0.887
2024-07-15,General Medicine,General Medicine_2024-07-15,80,58,0.725
2024-07-16,General Medicine,General Medicine_2024-07-16,80,59,0.738
2024-07-17,General Medicine,General Medicine_2024-07-17,80,61,0.762
2024-07-18,General Medicine,General Medicine_2024-07-18,80,66,0.825
2024-07-19,General Medicine,General Medicine_2024-07-19,80,63,0.787
2024-07-20,General Medicine,General Medicine_2024-07-20,80,64,0.8
2024-07-21,General Medicine,General Medicine_2024-07-21,80,66,0.825
2024-07-22,General Medicine,General Medicine_2024-07-22,80,58,0.725
2024-07-23,General Medicine,General Medicine_2024-07-23,80,68,0.85
2024-07-24,General Medicine,General Medicine_2024-07-24,80,64,0.8
2024-07-25,General Medicine,General Medicine_2024-07-25,80,68,0.85
2024-07-26,General Medicine,General Medicine_2024-07-26,80,65,0.812
2024-07-27,General Medicine,General Medicine_2024-07-27,80,59,0.738
2024-07-28,General Medicine,General Medicine_2024-07-28,80,61,0.762
2024-07-29,General Medicine,General Medicine_2024-07-29,80,62,0.775
2024-07-30,General Medicine,General Medicine_2024-07-30,80,64,0.8
2024-07-31,General Medicine,General Medicine_2024-07-31,80,62,0.775
2024-08-01,General Medicine,General Medicine_2024-08-01,80,59,0.738
2024-08-02,General Medicine,General Medicine_2024-08-02,80,64,0.8
2024-08-03,General Medicine,General Medicine_2024-08-03,80,67,0.838
2024-08-04,General Medicine,General Medicine_2024-08-04,80,68,0.85
2024-08-05,General Medicine,General Medicine_2024-08-05,80,57,0.713
2024-08-06,General Medicine,General Medicine_2024-08-06,80,63,0.787
2024-08-07,General Medicine,General Medicine_2024-08-07,80,64,0.8
2024-08-08,General Medicine,General Medicine_2024-08-08,80,69,0.863
2024-08-09,General Medicine,General Medicine_2024-08-09,80,63,0.787
2024-08-10,General Medicine,General Medicine_2024-08-10,80,66,0.825
2024-08-11,General Medicine,General Medicine_2024-08-11,80,65,0.812
2024-08-12,General Medicine,General Medicine_2024-08-12,80,69,0.863
2024-08-13,General Medicine,General Medicine_2024-08-13,80,66,0.825
2024-08-14,General Medicine,General Medicine_2024-08-14,80,59,0.738
2024-08-15,General Medicine,General Medicine_2024-08-15,80,70,0.875
2024-08-16,General Medicine,General Medicine_2024-08-16,80,64,0.8
2024-08-17,General Medicine,General Medicine_2024-08-17,80,64,0.8
2024-08-18,General Medicine,General Medicine_2024-08-18,80,70,0.875
2024-08-19,General Medicine,General Medicine_2024-08-19,80,58,0.725
2024-08-20,General Medicine,General Medicine_2024-08-20,80,68,0.85
2024-08-21,General Medicine,General Medicine_2024-08-21,80,55,0.688
2024-08-22,General Medicine,General Medicine_2024-08-22,80,62,0.775
2024-08-23,General Medicine,General Medicine_2024-08-23,80,64,0.8
2024-08-24,General Medicine,General Medicine_2024-08-24,80,65,0.812
2024-08-25,General Medicine,General Medicine_2024-08-25,80,63,0.787
2024-08-26,General Medicine,General Medicine_2024-08-26,80,60,0.75
2024-08-27,General Medicine,General Medicine_2024-08-27,80,67,0.838
2024-08-28,General Medicine,General Medicine_2024-08-28,80,62,0.775
2024-08-29,General Medicine,General Medicine_2024-08-29,80,56,0.7
2024-08-30,General Medicine,General Medicine_2024-08-30,80,64,0.8
2024-08-31,General Medicine,General Medicine_2024-08-31,80,63,0.787
2024-09-01,General Medicine,General Medicine_2024-09-01,80,73,0.912
2024-09-02,General Medicine,General Medicine_2024-09-02,80,68,0.85
2024-09-03,General Medicine,General Medicine_2024-09-03,80,67,0.838
2024-09-04,General Medicine,General Medicine_2024-09-04,80,63,0.787
2024-09-05,General Medicine,General Medicine_2024-09-05,80,71,0.887
2024-09-06,General Medicine,General Medicine_2024-09-06,80,65,0.812
2024-09-07,General Medicine,General Medicine_2024-09-07,80,63,0.787
2024-09-08,General Medicine,General Medicine_2024-09-08,80,59,0.738
2024-09-09,General Medicine,General Medicine_2024-09-09,80,71,0.887
2024-09-10,General Medicine,General Medicine_2024-09-10,80,65,0.812
2024-09-11,General Medicine,General Medicine_2024-09-11,80,59,0.738
2024-09-12,General Medicine,General Medicine_2024-09-12,80,55,0.688
2024-09-13,General Medicine,General Medicine_2024-09-13,80,69,0.863
2024-09-14,General Medicine,General Medicine_2024-09-14,80,64,0.8
2024-09-15,General Medicine,General Medicine_2024-09-15,80,67,0.838
2024-09-16,General Medicine,General Medicine_2024-09-16,80,70,0.875
2024-09-17,General Medicine,General Medicine_2024-09-17,80,67,0.838
2024-09-18,General Medicine,General Medicine_2024-09-18,80,64,0.8
2024-09-19,General Medicine,General Medicine_2024-09-19,80,62,0.775
2024-09-20,General Medicine,General Medicine_2024-09-20,80,66,0.825
2024-09-21,General Medicine,General Medicine_2024-09-21,80,68,0.85
2024-09-22,General Medicine,General Medicine_2024-09-22,80,66,0.825
2024-09-23,General Medicine,General Medicine_2024-09-23,80,63,0.787
2024-09-24,General Medicine,General Medicine_2024-09-24,80,61,0.762
2024-09-25,General Medicine,General Medicine_2024-09-25,80,61,0.762
2024-09-26,General Medicine,General Medicine_2024-09-26,80,65,0.812
2024-09-27,General Medicine,General Medicine_2024-09-27,80,66,0.825
2024-09-28,General Medicine,General Medicine_2024-09-28,80,66,0.825
2024-09-29,General Medicine,General Medicine_2024-09-29,80,57,0.713
2024-09-30,General Medicine,General Medicine_2024-09-30,80,61,0.762
2024-10-01,General Medicine,General Medicine_2024-10-01,80,67,0.838
2024-10-02,General Medicine,General Medicine_2024-10-02,80,62,0.775
2024-10-03,General Medicine,General Medicine_2024-10-03,80,64,0.8
2024-10-04,General Medicine,General Medicine_2024-10-04,80,68,0.85
2024-10-05,General Medicine,General Medicine_2024-10-05,80,61,0.762
2024-10-06,General Medicine,General Medicine_2024-10-06,80,67,0.838
2024-10-07,General Medicine,General Medicine_2024-10-07,80,56,0.7
2024-10-08,General Medicine,General Medicine_2024-10-08,80,65,0.812
2024-10-09,General Medicine,General Medicine_2024-10-09,80,65,0.812
2024-10-10,General Medicine,General Medicine_2024-10-10,80,66,0.825
2024-10-11,General Medicine,General Medicine_2024-10-11,80,64,0.8
2024-10-12,General Medicine,General Medicine_2024-10-12,80,60,0.75
2024-10-13,General Medicine,General Medicine_2024-10-13,80,64,0.8
2024-10-14,General Medicine,General Medicine_2024-10-14,80,60,0.75
2024-10-15,General Medicine,General Medicine_2024-10-15,80,69,0.863
2024-10-16,General Medicine,General Medicine_2024-10-16,80,64,0.8
2024-10-17,General Medicine,General Medicine_2024-10-17,80,64,0.8
2024-10-18,General Medicine,General Medicine_2024-10-18,80,61,0.762
2024-10-19,General Medicine,General Medicine_2024-10-19,80,69,0.863
2024-10-20,General Medicine,General Medicine_2024-10-20,80,63,0.787
2024-10-21,General Medicine,General Medicine_2024-10-21,80,63,0.787
2024-10-22,General Medicine,General Medicine_2024-10-22,80,66,0.825
2024-10-23,General Medicine,General Medicine_2024-10-23,80,70,0.875
2024-10-24,General Medicine,General Medicine_2024-10-24,80,64,0.8
2024-10-25,General Medicine,General Medicine_2024-10-25,80,53,0.662
2024-10-26,General Medicine,General Medicine_2024-10-26,80,64,0.8
2024-10-27,General Medicine,General Medicine_2024-10-27,80,65,0.812
2024-10-28,General Medicine,General Medicine_2024-10-28,80,67,0.838
2024-10-29,General Medicine,General Medicine_2024-10-29,80,67,0.838
2024-10-30,General Medicine,General Medicine_2024-10-30,80,71,0.887
2024-10-31,General Medicine,General Medicine_2024-10-31,80,65,0.812
2024-11-01,General Medicine,General Medicine_2024-11-01,80,67,0.838
2024-11-02,General Medicine,General Medicine_2024-11-02,80,60,0.75
2024-11-03,General Medicine,General Medicine_2024-11-03,80,59,0.738
2024-11-04,General Medicine,General Medicine_2024-11-04,80,63,0.787
2024-11-05,General Medicine,General Medicine_2024-11-05,80,66,0.825
2024-11-06,General Medicine,General Medicine_2024-11-06,80,60,0.75
2024-11-07,General Medicine,General Medicine_2024-11-07,80,67,0.838
2024-11-08,General Medicine,General Medicine_2024-11-08,80,63,0.787
2024-11-09,General Medicine,General Medicine_2024-11-09,80,61,0.762
2024-11-10,General Medicine,General Medicine_2024-11-10,80,63,0.787
2024-11-11,General Medicine,General Medicine_2024-11-11,80,65,0.812
2024-11-12,General Medicine,General Medicine_2024-11-12,80,68,0.85
2024-11-13,General Medicine,General Medicine_2024-11-13,80,66,0.825
2024-11-14,General Medicine,General Medicine_2024-11-14,80,66,0.825
2024-11-15,General Medicine,General Medicine_2024-11-15,80,71,0.887
2024-11-16,General Medicine,General Medicine_2024-11-16,80,63,0.787
2024-11-17,General Medicine,General Medicine_2024-11-17,80,66,0.825
2024-11-18,General Medicine,General Medicine_2024-11-18,80,70,0.875
2024-11-19,General Medicine,General Medicine_2024-11-19,80,59,0.738
2024-11-20,General Medicine,General Medicine_2024-11-20,80,67,0.838
2024-11-21,General Medicine,General Medicine_2024-11-21,80,64,0.8
2024-11-22,General Medicine,General Medicine_2024-11-22,80,62,0.775
2024-11-23,General Medicine,General Medicine_2024-11-23,80,64,0.8
2024-11-24,General Medicine,General Medicine_2024-11-24,80,68,0.85
2024-11-25,General Medicine,General Medicine_2024-11-25,80,66,0.825
2024-11-26,General Medicine,General Medicine_2024-11-26,80,58,0.725
2024-11-27,General Medicine,General Medicine_2024-11-27,80,55,0.688
2024-11-28,General Medicine,General Medicine_2024-11-28,80,64,0.8
2024-11-29,General Medicine,General Medicine_2024-11-29,80,53,0.662
2024-11-30,General Medicine,General Medicine_2024-11-30,80,60,0.75
2024-12-01,General Medicine,General Medicine_2024-12-01,80,67,0.838
2024-12-02,General Medicine,General Medicine_2024-12-02,80,63,0.787
2024-12-03,General Medicine,General Medicine_2024-12-03,80,68,0.85
2024-12-04,General Medicine,General Medicine_2024-12-04,80,67,0.838
2024-12-05,General Medicine,General Medicine_2024-12-05,80,64,0.8
2024-12-06,General Medicine,General Medicine_2024-12-06,80,64,0.8
2024-12-07,General Medicine,General Medicine_2024-12-07,80,68,0.85
2024-12-08,General Medicine,General Medicine_2024-12-08,80,63,0.787
2024-12-09,General Medicine,General Medicine_2024-12-09,80,62,0.775
2024-12-10,General Medicine,General Medicine_2024-12-10,80,64,0.8
2024-12-11,General Medicine,General Medicine_2024-12-11,80,61,0.762
2024-12-12,General Medicine,General Medicine_2024-12-12,80,63,0.787
2024-12-13,General Medicine,General Medicine_2024-12-13,80,66,0.825
2024-12-14,General Medicine,General Medicine_2024-12-14,80,60,0.75
2024-12-15,General Medicine,General Medicine_2024-12-15,80,63,0.787
2024-12-16,General Medicine,General Medicine_2024-12-16,80,58,0.725
2024-12-17,General Medicine,General Medicine_2024-12-17,80,66,0.825
2024-12-18,General Medicine,General Medicine_2024-12-18,80,64,0.8
2024-12-19,General Medicine,General Medicine_2024-12-19,80,61,0.762
2024-12-20,General Medicine,General Medicine_2024-12-20,80,65,0.812
2024-12-21,General Medicine,General Medicine_2024-12-21,80,69,0.863
2024-12-22,General Medicine,General Medicine_2024-12-22,80,71,0.887
2024-12-23,General Medicine,General Medicine_2024-12-23,80,65,0.812
2024-12-24,General Medicine,General Medicine_2024-12-24,80,66,0.825
2024-12-25,General Medicine,General Medicine_2024-12-25,80,64,0.8
2024-12-26,General Medicine,General Medicine_2024-12-26,80,57,0.713
2024-12-27,General Medicine,General Medicine_2024-12-27,80,57,0.713
2024-12-28,General Medicine,General Medicine_2024-12-28,80,66,0.825
2024-12-29,General Medicine,General Medicine_2024-12-29,80,65,0.812
2024-12-30,General Medicine,General Medicine_2024-12-30,80,64,0.8
2024-12-31,General Medicine,General Medicine_2024-12-31,80,62,0.775
2025-01-01,General Medicine,General Medicine_2025-01-01,80,62,0.775
2025-01-02,General Medicine,General Medicine_2025-01-02,80,64,0.8
2025-01-03,General Medicine,General Medicine_2025-01-03,80,62,0.775
2025-01-04,General Medicine,General Medicine_2025-01-04,80,55,0.688
2025-01-05,General Medicine,General Medicine_2025-01-05,80,60,0.75
2025-01-06,General Medicine,General Medicine_2025-01-06,80,66,0.825
2025-01-07,General Medicine,General Medicine_2025-01-07,80,66,0.825
2025-01-08,General Medicine,General Medicine_2025-01-08,80,61,0.762
2025-01-09,General Medicine,General Medicine_2025-01-09,80,67,0.838
2025-01-10,General Medicine,General Medicine_2025-01-10,80,65,0.812
2025-01-11,General Medicine,General Medicine_2025-01-11,80,64,0.8
2025-01-12,General Medicine,General Medicine_2025-01-12,80,57,0.713
2025-01-13,General Medicine,General Medicine_2025-01-13,80,63,0.787
2025-01-14,General Medicine,General Medicine_2025-01-14,80,64,0.8
2025-01-15,General Medicine,General Medicine_2025-01-15,80,70,0.875
2025-01-16,General Medicine,General Medicine_2025-01-16,80,62,0.775
2025-01-17,General Medicine,General Medicine_2025-01-17,80,61,0.762
2025-01-18,General Medicine,General Medicine_2025-01-18,80,58,0.725
2025-01-19,General Medicine,General Medicine_2025-01-19,80,62,0.775
2025-01-20,General Medicine,General Medicine_2025-01-20,80,72,0.9
2025-01-21,General Medicine,General Medicine_2025-01-21,80,64,0.8
2025-01-22,General Medicine,General Medicine_2025-01-22,80,64,0.8
2025-01-23,General Medicine,General Medicine_2025-01-23,80,74,0.925
2025-01-24,General Medicine,General Medicine_2025-01-24,80,69,0.863
2025-01-25,General Medicine,General Medicine_2025-01-25,80,59,0.738
2025-01-26,General Medicine,General Medicine_2025-01-26,80,64,0.8
2025-01-27,General Medicine,General Medicine_2025-01-27,80,66,0.825
2025-01-28,General Medicine,General Medicine_2025-01-28,80,63,0.787
2025-01-29,General Medicine,General Medicine_2025-01-29,80,64,0.8
2025-01-30,General Medicine,General Medicine_2025-01-30,80,60,0.75
2025-01-31,General Medicine,General Medicine_2025-01-31,80,65,0.812
2025-02-01,General Medicine,General Medicine_2025-02-01,80,69,0.863
2025-02-02,General Medicine,General Medicine_2025-02-02,80,63,0.787
2025-02-03,General Medicine,General Medicine_2025-02-03,80,65,0.812
2025-02-04,General Medicine,General Medicine_2025-02-04,80,64,0.8
2025-02-05,General Medicine,General Medicine_2025-02-05,80,60,0.75
2025-02-06,General Medicine,General Medicine_2025-02-06,80,68,0.85
2025-02-07,General Medicine,General Medicine_2025-02-07,80,67,0.838
2025-02-08,General Medicine,General Medicine_2025-02-08,80,59,0.738
2025-02-09,General Medicine,General Medicine_2025-02-09,80,63,0.787
2025-02-10,General Medicine,General Medicine_2025-02-10,80,69,0.863
2025-02-11,General Medicine,General Medicine_2025-02-11,80,64,0.8
2025-02-12,General Medicine,General Medicine_2025-02-12,80,66,0.825
2025-02-13,General Medicine,General Medicine_2025-02-13,80,66,0.825
2025-02-14,General Medicine,General Medicine_2025-02-14,80,60,0.75
2025-02-15,General Medicine,General Medicine_2025-02-15,80,65,0.812
2025-02-16,General Medicine,General Medicine_2025-02-16,80,62,0.775
2025-02-17,General Medicine,General Medicine_2025-02-17,80,61,0.762
2025-02-18,General Medicine,General Medicine_2025-02-18,80,62,0.775
2025-02-19,General Medicine,General Medicine_2025-02-19,80,67,0.838
2025-02-20,General Medicine,General Medicine_2025-02-20,80,67,0.838
2025-02-21,General Medicine,General Medicine_2025-02-21,80,57,0.713
2025-02-22,General Medicine,General Medicine_2025-02-22,80,72,0.9
2025-02-23,General Medicine,General Medicine_2025-02-23,80,61,0.762
2025-02-24,General Medicine,General Medicine_2025-02-24,80,68,0.85
2025-02-25,General Medicine,General Medicine_2025-02-25,80,69,0.863
2025-02-26,General Medicine,General Medicine_2025-02-26,80,67,0.838
2025-02-27,General Medicine,General Medicine_2025-02-27,80,60,0.75
2025-02-28,General Medicine,General Medicine_2025-02-28,80,66,0.825
2025-03-01,General Medicine,General Medicine_2025-03-01,80,64,0.8
2025-03-02,General Medicine,General Medicine_2025-03-02,80,66,0.825
2025-03-03,General Medicine,General Medicine_2025-03-03,80,69,0.863
2025-03-04,General Medicine,General Medicine_2025-03-04,80,61,0.762
2025-03-05,General Medicine,General Medicine_2025-03-05,80,65,0.812
2025-03-06,General Medicine,General Medicine_2025-03-06,80,66,0.825
2025-03-07,General Medicine,General Medicine_2025-03-07,80,63,0.787
2025-03-08,General Medicine,General Medicine_2025-03-08,80,66,0.825
2025-03-09,General Medicine,General Medicine_2025-03-09,80,71,0.887
2025-03-10,General Medicine,General Medicine_2025-03-10,80,62,0.775
2025-03-11,General Medicine,General Medicine_2025-03-11,80,65,0.812
2025-03-12,General Medicine,General Medicine_2025-03-12,80,65,0.812
2025-03-13,General Medicine,General Medicine_2025-03-13,80,68,0.85
2025-03-14,General Medicine,General Medicine_2025-03-14,80,57,0.713
2025-03-15,General Medicine,General Medicine_2025-03-15,80,63,0.787
2025-03-16,General Medicine,General Medicine_2025-03-16,80,68,0.85
2025-03-17,General Medicine,General Medicine_2025-03-17,80,68,0.85
2025-03-18,General Medicine,General Medicine_2025-03-18,80,66,0.825
2025-03-19,General Medicine,General Medicine_2025-03-19,80,70,0.875
