Date,Department,Dept_Date_Key,Nurses_On_Shift,Patients_Assigned,Patient_To_Nurse_Ratio
2024-01-24,General Medicine,General Medicine_2024-01-24,12,69,5.75
2024-01-25,General Medicine,General Medicine_2024-01-25,12,69,5.75
2024-01-26,General Medicine,General Medicine_2024-01-26,12,70,5.83
2024-01-27,General Medicine,General Medicine_2024-01-27,12,70,5.83
2024-01-28,General Medicine,General Medicine_2024-01-28,10,63,6.3
2024-01-29,General Medicine,General Medicine_2024-01-29,10,62,6.2
2024-01-30,General Medicine,General Medicine_2024-01-30,10,61,6.1
2024-01-31,General Medicine,General Medicine_2024-01-31,11,66,6.0
2024-02-01,General Medicine,General Medicine_2024-02-01,10,60,6.0
2024-02-02,General Medicine,General Medicine_2024-02-02,11,68,6.18
2024-02-03,General Medicine,General Medicine_2024-02-03,11,65,5.91
2024-02-04,General Medicine,General Medicine_2024-02-04,11,66,6.0
2024-02-05,General Medicine,General Medicine_2024-02-05,11,66,6.0
2024-02-06,General Medicine,General Medicine_2024-02-06,11,66,6.0
2024-02-07,General Medicine,General Medicine_2024-02-07,11,64,5.82
2024-02-08,General Medicine,General Medicine_2024-02-08,11,67,6.09
2024-02-09,General Medicine,General Medicine_2024-02-09,11,65,5.91
2024-02-10,General Medicine,General Medicine_2024-02-10,11,68,6.18
2024-02-11,General Medicine,General Medicine_2024-02-11,10,61,6.1
2024-02-12,General Medicine,General Medicine_2024-02-12,12,69,5.75
2024-02-13,General Medicine,General Medicine_2024-02-13,10,59,5.9
2024-02-14,General Medicine,General Medicine_2024-02-14,10,61,6.1
2024-02-15,General Medicine,General Medicine_2024-02-15,10,62,6.2
2024-02-16,General Medicine,General Medicine_2024-02-16,10,63,6.3
2024-02-17,General Medicine,General Medicine_2024-02-17,11,68,6.18
2024-02-18,General Medicine,General Medicine_2024-02-18,11,65,5.91
2024-02-19,General Medicine,General Medicine_2024-02-19,11,67,6.09
2024-02-20,General Medicine,General Medicine_2024-02-20,11,64,5.82
2024-02-21,General Medicine,General Medicine_2024-02-21,10,58,5.8
2024-02-22,General Medicine,General Medicine_2024-02-22,10,62,6.2
2024-02-23,General Medicine,General Medicine_2024-02-23,11,68,6.18
2024-02-24,General Medicine,General Medicine_2024-02-24,13,76,5.85
2024-02-25,General Medicine,General Medicine_2024-02-25,11,68,6.18
2024-02-26,General Medicine,General Medicine_2024-02-26,11,66,6.0
2024-02-27,General Medicine,General Medicine_2024-02-27,11,64,5.82
2024-02-28,General Medicine,General Medicine_2024-02-28,10,60,6.0
2024-02-29,General Medicine,General Medicine_2024-02-29,10,61,6.1
2024-03-01,General Medicine,General Medicine_2024-03-01,11,65,5.91
2024-03-02,General Medicine,General Medicine_2024-03-02,10,61,6.1
2024-03-03,General Medicine,General Medicine_2024-03-03,12,72,6.0
2024-03-04,General Medicine,General Medicine_2024-03-04,11,65,5.91
2024-03-05,General Medicine,General Medicine_2024-03-05,10,63,6.3
2024-03-06,General Medicine,General Medicine_2024-03-06,11,64,5.82
2024-03-07,General Medicine,General Medicine_2024-03-07,11,65,5.91
2024-03-08,General Medicine,General Medicine_2024-03-08,11,67,6.09
2024-03-09,General Medicine,General Medicine_2024-03-09,11,64,5.82
2024-03-10,General Medicine,General Medicine_2024-03-10,11,65,5.91
2024-03-11,General Medicine,General Medicine_2024-03-11,9,52,5.78
2024-03-12,General Medicine,General Medicine_2024-03-12,10,59,5.9
2024-03-13,General Medicine,General Medicine_2024-03-13,11,68,6.18
2024-03-14,General Medicine,General Medicine_2024-03-14,10,61,6.1
2024-03-15,General Medicine,General Medicine_2024-03-15,10,59,5.9
2024-03-16,General Medicine,General Medicine_2024-03-16,10,63,6.3
2024-03-17,General Medicine,General Medicine_2024-03-17,11,64,5.82
2024-03-18,General Medicine,General Medicine_2024-03-18,11,64,5.82
2024-03-19,General Medicine,General Medicine_2024-03-19,11,64,5.82
2024-03-20,General Medicine,General Medicine_2024-03-20,12,70,5.83
2024-03-21,General Medicine,General Medicine_2024-03-21,11,65,5.91
2024-03-22,General Medicine,General Medicine_2024-03-22,10,61,6.1
2024-03-23,General Medicine,General Medicine_2024-03-23,10,58,5.8
2024-03-24,General Medicine,General Medicine_2024-03-24,10,63,6.3
2024-03-25,General Medicine,General Medicine_2024-03-25,10,60,6.0
2024-03-26,General Medicine,General Medicine_2024-03-26,10,60,6.0
2024-03-27,General Medicine,General Medicine_2024-03-27,12,73,6.08
2024-03-28,General Medicine,General Medicine_2024-03-28,12,70,5.83
2024-03-29,General Medicine,General Medicine_2024-03-29,10,62,6.2
2024-03-30,General Medicine,General Medicine_2024-03-30,11,67,6.09
2024-03-31,General Medicine,General Medicine_2024-03-31,11,67,6.09
2024-04-01,General Medicine,General Medicine_2024-04-01,10,63,6.3
2024-04-02,General Medicine,General Medicine_2024-04-02,10,62,6.2
2024-04-03,General Medicine,General Medicine_2024-04-03,11,64,5.82
2024-04-04,General Medicine,General Medicine_2024-04-04,11,65,5.91
2024-04-05,General Medicine,General Medicine_2024-04-05,10,59,5.9
2024-04-06,General Medicine,General Medicine_2024-04-06,11,66,6.0
2024-04-07,General Medicine,General Medicine_2024-04-07,10,62,6.2
2024-04-08,General Medicine,General Medicine_2024-04-08,11,66,6.0
2024-04-09,General Medicine,General Medicine_2024-04-09,10,60,6.0
2024-04-10,General Medicine,General Medicine_2024-04-10,10,61,6.1
2024-04-11,General Medicine,General Medicine_2024-04-11,12,70,5.83
2024-04-12,General Medicine,General Medicine_2024-04-12,11,65,5.91
2024-04-13,General Medicine,General Medicine_2024-04-13,11,67,6.09
2024-04-14,General Medicine,General Medicine_2024-04-14,10,61,6.1
2024-04-15,General Medicine,General Medicine_2024-04-15,11,64,5.82
2024-04-16,General Medicine,General Medicine_2024-04-16,11,66,6.0
2024-04-17,General Medicine,General Medicine_2024-04-17,11,68,6.18
2024-04-18,General Medicine,General Medicine_2024-04-18,11,65,5.91
2024-04-19,General Medicine,General Medicine_2024-04-19,11,64,5.82
2024-04-20,General Medicine,General Medicine_2024-04-20,11,64,5.82
2024-04-21,General Medicine,General Medicine_2024-04-21,11,64,5.82
2024-04-22,General Medicine,General Medicine_2024-04-22,10,63,6.3
2024-04-23,General Medicine,General Medicine_2024-04-23,11,66,6.0
2024-04-24,General Medicine,General Medicine_2024-04-24,12,70,5.83
2024-04-25,General Medicine,General Medicine_2024-04-25,12,73,6.08
2024-04-26,General Medicine,General Medicine_2024-04-26,10,61,6.1
2024-04-27,General Medicine,General Medicine_2024-04-27,11,66,6.0
2024-04-28,General Medicine,General Medicine_2024-04-28,11,68,6.18
2024-04-29,General Medicine,General Medicine_2024-04-29,11,64,5.82
2024-04-30,General Medicine,General Medicine_2024-04-30,10,57,5.7
2024-05-01,General Medicine,General Medicine_2024-05-01,11,68,6.18
2024-05-02,General Medicine,General Medicine_2024-05-02,12,71,5.92
2024-05-03,General Medicine,General Medicine_2024-05-03,11,64,5.82
2024-05-04,General Medicine,General Medicine_2024-05-04,11,64,5.82
2024-05-05,General Medicine,General Medicine_2024-05-05,12,73,6.08
2024-05-06,General Medicine,General Medicine_2024-05-06,11,64,5.82
2024-05-07,General Medicine,General Medicine_2024-05-07,11,67,6.09
2024-05-08,General Medicine,General Medicine_2024-05-08,10,62,6.2
2024-05-09,General Medicine,General Medicine_2024-05-09,10,62,6.2
2024-05-10,General Medicine,General Medicine_2024-05-10,10,60,6.0
2024-05-11,General Medicine,General Medicine_2024-05-11,11,65,5.91
2024-05-12,General Medicine,General Medicine_2024-05-12,11,66,6.0
2024-05-13,General Medicine,General Medicine_2024-05-13,11,68,6.18
2024-05-14,General Medicine,General Medicine_2024-05-14,10,60,6.0
2024-05-15,General Medicine,General Medicine_2024-05-15,10,63,6.3
2024-05-16,General Medicine,General Medicine_2024-05-16,11,65,5.91
2024-05-17,General Medicine,General Medicine_2024-05-17,9,56,6.22
2024-05-18,General Medicine,General Medicine_2024-05-18,10,62,6.2
2024-05-19,General Medicine,General Medicine_2024-05-19,10,59,5.9
2024-05-20,General Medicine,General Medicine_2024-05-20,11,68,6.18
2024-05-21,General Medicine,General Medicine_2024-05-21,10,61,6.1
2024-05-22,General Medicine,General Medicine_2024-05-22,11,64,5.82
2024-05-23,General Medicine,General Medicine_2024-05-23,12,69,5.75
2024-05-24,General Medicine,General Medicine_2024-05-24,10,60,6.0
2024-05-25,General Medicine,General Medicine_2024-05-25,11,64,5.82
2024-05-26,General Medicine,General Medicine_2024-05-26,12,69,5.75
2024-05-27,General Medicine,General Medicine_2024-05-27,10,58,5.8
2024-05-28,General Medicine,General Medicine_2024-05-28,11,65,5.91
2024-05-29,General Medicine,General Medicine_2024-05-29,12,69,5.75
2024-05-30,General Medicine,General Medicine_2024-05-30,10,59,5.9
2024-05-31,General Medicine,General Medicine_2024-05-31,11,64,5.82
2024-06-01,General Medicine,General Medicine_2024-06-01,10,59,5.9
2024-06-02,General Medicine,General Medicine_2024-06-02,11,66,6.0
2024-06-03,General Medicine,General Medicine_2024-06-03,11,64,5.82
2024-06-04,General Medicine,General Medicine_2024-06-04,10,62,6.2
2024-06-05,General Medicine,General Medicine_2024-06-05,12,70,5.83
2024-06-06,General Medicine,General Medicine_2024-06-06,11,66,6.0
2024-06-07,General Medicine,General Medicine_2024-06-07,11,64,5.82
2024-06-08,General Medicine,General Medicine_2024-06-08,10,62,6.2
2024-06-09,General Medicine,General Medicine_2024-06-09,9,52,5.78
2024-06-10,General Medicine,General Medicine_2024-06-10,10,61,6.1
2024-06-11,General Medicine,General Medicine_2024-06-11,10,59,5.9
2024-06-12,General Medicine,General Medicine_2024-06-12,10,60,6.0
2024-06-13,General Medicine,General Medicine_2024-06-13,10,59,5.9
2024-06-14,General Medicine,General Medicine_2024-06-14,10,58,5.8
2024-06-15,General Medicine,General Medicine_2024-06-15,10,59,5.9
2024-06-16,General Medicine,General Medicine_2024-06-16,10,58,5.8
2024-06-17,General Medicine,General Medicine_2024-06-17,12,69,5.75
2024-06-18,General Medicine,General Medicine_2024-06-18,11,67,6.09
2024-06-19,General Medicine,General Medicine_2024-06-19,11,68,6.18
2024-06-20,General Medicine,General Medicine_2024-06-20,11,68,6.18
2024-06-21,General Medicine,General Medicine_2024-06-21,11,67,6.09
2024-06-22,General Medicine,General Medicine_2024-06-22,10,63,6.3
2024-06-23,General Medicine,General Medicine_2024-06-23,10,63,6.3
2024-06-24,General Medicine,General Medicine_2024-06-24,11,66,6.0
2024-06-25,General Medicine,General Medicine_2024-06-25,10,59,5.9
2024-06-26,General Medicine,General Medicine_2024-06-26,10,62,6.2
2024-06-27,General Medicine,General Medicine_2024-06-27,10,58,5.8
2024-06-28,General Medicine,General Medicine_2024-06-28,10,63,6.3
2024-06-29,General Medicine,General Medicine_2024-06-29,10,58,5.8
2024-06-30,General Medicine,General Medicine_2024-06-30,11,65,5.91
2024-07-01,General Medicine,General Medicine_2024-07-01,11,66,6.0
2024-07-02,General Medicine,General Medicine_2024-07-02,10,60,6.0
2024-07-03,General Medicine,General Medicine_2024-07-03,10,63,6.3
2024-07-04,General Medicine,General Medicine_2024-07-04,10,63,6.3
2024-07-05,General Medicine,General Medicine_2024-07-05,10,61,6.1
2024-07-06,General Medicine,General Medicine_2024-07-06,11,64,5.82
2024-07-07,General Medicine,General Medicine_2024-07-07,11,68,6.18
2024-07-08,General Medicine,General Medicine_2024-07-08,11,64,5.82
2024-07-09,General Medicine,General Medicine_2024-07-09,11,67,6.09
2024-07-10,General Medicine,General Medicine_2024-07-10,10,63,6.3
2024-07-11,General Medicine,General Medicine_2024-07-11,10,61,6.1
2024-07-12,General Medicine,General Medicine_2024-07-12,12,70,5.83
2024-07-13,General Medicine,General Medicine_2024-07-13,11,68,6.18
2024-07-14,General Medicine,General Medicine_2024-07-14,12,71,5.92
2024-07-15,General Medicine,General Medicine_2024-07-15,10,58,5.8
2024-07-16,General Medicine,General Medicine_2024-07-16,10,59,5.9
2024-07-17,General Medicine,General Medicine_2024-07-17,10,61,6.1
2024-07-18,General Medicine,General Medicine_2024-07-18,11,66,6.0
2024-07-19,General Medicine,General Medicine_2024-07-19,10,63,6.3
2024-07-20,General Medicine,General Medicine_2024-07-20,11,64,5.82
2024-07-21,General Medicine,General Medicine_2024-07-21,11,66,6.0
2024-07-22,General Medicine,General Medicine_2024-07-22,10,58,5.8
2024-07-23,General Medicine,General Medicine_2024-07-23,11,68,6.18
2024-07-24,General Medicine,General Medicine_2024-07-24,11,64,5.82
2024-07-25,General Medicine,General Medicine_2024-07-25,11,68,6.18
2024-07-26,General Medicine,General Medicine_2024-07-26,11,65,5.91
2024-07-27,General Medicine,General Medicine_2024-07-27,10,59,5.9
2024-07-28,General Medicine,General Medicine_2024-07-28,10,61,6.1
2024-07-29,General Medicine,General Medicine_2024-07-29,10,62,6.2
2024-07-30,General Medicine,General Medicine_2024-07-30,11,64,5.82
2024-07-31,General Medicine,General Medicine_2024-07-31,10,62,6.2
2024-08-01,General Medicine,General Medicine_2024-08-01,10,59,5.9
2024-08-02,General Medicine,General Medicine_2024-08-02,11,64,5.82
2024-08-03,General Medicine,General Medicine_2024-08-03,11,67,6.09
2024-08-04,General Medicine,General Medicine_2024-08-04,11,68,6.18
2024-08-05,General Medicine,General Medicine_2024-08-05,10,57,5.7
2024-08-06,General Medicine,General Medicine_2024-08-06,10,63,6.3
2024-08-07,General Medicine,General Medicine_2024-08-07,11,64,5.82
2024-08-08,General Medicine,General Medicine_2024-08-08,12,69,5.75
2024-08-09,General Medicine,General Medicine_2024-08-09,10,63,6.3
2024-08-10,General Medicine,General Medicine_2024-08-10,11,66,6.0
2024-08-11,General Medicine,General Medicine_2024-08-11,11,65,5.91
2024-08-12,General Medicine,General Medicine_2024-08-12,12,69,5.75
2024-08-13,General Medicine,General Medicine_2024-08-13,11,66,6.0
2024-08-14,General Medicine,General Medicine_2024-08-14,10,59,5.9
2024-08-15,General Medicine,General Medicine_2024-08-15,12,70,5.83
2024-08-16,General Medicine,General Medicine_2024-08-16,11,64,5.82
2024-08-17,General Medicine,General Medicine_2024-08-17,11,64,5.82
2024-08-18,General Medicine,General Medicine_2024-08-18,12,70,5.83
2024-08-19,General Medicine,General Medicine_2024-08-19,10,58,5.8
2024-08-20,General Medicine,General Medicine_2024-08-20,11,68,6.18
2024-08-21,General Medicine,General Medicine_2024-08-21,9,55,6.11
2024-08-22,General Medicine,General Medicine_2024-08-22,10,62,6.2
2024-08-23,General Medicine,General Medicine_2024-08-23,11,64,5.82
2024-08-24,General Medicine,General Medicine_2024-08-24,11,65,5.91
2024-08-25,General Medicine,General Medicine_2024-08-25,10,63,6.3
2024-08-26,General Medicine,General Medicine_2024-08-26,10,60,6.0
2024-08-27,General Medicine,General Medicine_2024-08-27,11,67,6.09
2024-08-28,General Medicine,General Medicine_2024-08-28,10,62,6.2
2024-08-29,General Medicine,General Medicine_2024-08-29,9,56,6.22
2024-08-30,General Medicine,General Medicine_2024-08-30,11,64,5.82
2024-08-31,General Medicine,General Medicine_2024-08-31,10,63,6.3
2024-09-01,General Medicine,General Medicine_2024-09-01,12,73,6.08
2024-09-02,General Medicine,General Medicine_2024-09-02,11,68,6.18
2024-09-03,General Medicine,General Medicine_2024-09-03,11,67,6.09
2024-09-04,General Medicine,General Medicine_2024-09-04,10,63,6.3
2024-09-05,General Medicine,General Medicine_2024-09-05,12,71,5.92
2024-09-06,General Medicine,General Medicine_2024-09-06,11,65,5.91
2024-09-07,General Medicine,General Medicine_2024-09-07,10,63,6.3
2024-09-08,General Medicine,General Medicine_2024-09-08,10,59,5.9
2024-09-09,General Medicine,General Medicine_2024-09-09,12,71,5.92
2024-09-10,General Medicine,General Medicine_2024-09-10,11,65,5.91
2024-09-11,General Medicine,General Medicine_2024-09-11,10,59,5.9
2024-09-12,General Medicine,General Medicine_2024-09-12,9,55,6.11
2024-09-13,General Medicine,General Medicine_2024-09-13,12,69,5.75
2024-09-14,General Medicine,General Medicine_2024-09-14,11,64,5.82
2024-09-15,General Medicine,General Medicine_2024-09-15,11,67,6.09
2024-09-16,General Medicine,General Medicine_2024-09-16,12,70,5.83
2024-09-17,General Medicine,General Medicine_2024-09-17,11,67,6.09
2024-09-18,General Medicine,General Medicine_2024-09-18,11,64,5.82
2024-09-19,General Medicine,General Medicine_2024-09-19,10,62,6.2
2024-09-20,General Medicine,General Medicine_2024-09-20,11,66,6.0
2024-09-21,General Medicine,General Medicine_2024-09-21,11,68,6.18
2024-09-22,General Medicine,General Medicine_2024-09-22,11,66,6.0
2024-09-23,General Medicine,General Medicine_2024-09-23,10,63,6.3
2024-09-24,General Medicine,General Medicine_2024-09-24,10,61,6.1
2024-09-25,General Medicine,General Medicine_2024-09-25,10,61,6.1
2024-09-26,General Medicine,General Medicine_2024-09-26,11,65,5.91
2024-09-27,General Medicine,General Medicine_2024-09-27,11,66,6.0
2024-09-28,General Medicine,General Medicine_2024-09-28,11,66,6.0
2024-09-29,General Medicine,General Medicine_2024-09-29,10,57,5.7
2024-09-30,General Medicine,General Medicine_2024-09-30,10,61,6.1
2024-10-01,General Medicine,General Medicine_2024-10-01,11,67,6.09
2024-10-02,General Medicine,General Medicine_2024-10-02,10,62,6.2
2024-10-03,General Medicine,General Medicine_2024-10-03,11,64,5.82
2024-10-04,General Medicine,General Medicine_2024-10-04,11,68,6.18
2024-10-05,General Medicine,General Medicine_2024-10-05,10,61,6.1
2024-10-06,General Medicine,General Medicine_2024-10-06,11,67,6.09
2024-10-07,General Medicine,General Medicine_2024-10-07,9,56,6.22
2024-10-08,General Medicine,General Medicine_2024-10-08,11,65,5.91
2024-10-09,General Medicine,General Medicine_2024-10-09,11,65,5.91
2024-10-10,General Medicine,General Medicine_2024-10-10,11,66,6.0
2024-10-11,General Medicine,General Medicine_2024-10-11,11,64,5.82
2024-10-12,General Medicine,General Medicine_2024-10-12,10,60,6.0
2024-10-13,General Medicine,General Medicine_2024-10-13,11,64,5.82
2024-10-14,General Medicine,General Medicine_2024-10-14,10,60,6.0
2024-10-15,General Medicine,General Medicine_2024-10-15,12,69,5.75
2024-10-16,General Medicine,General Medicine_2024-10-16,11,64,5.82
2024-10-17,General Medicine,General Medicine_2024-10-17,11,64,5.82
2024-10-18,General Medicine,General Medicine_2024-10-18,10,61,6.1
2024-10-19,General Medicine,General Medicine_2024-10-19,12,69,5.75
2024-10-20,General Medicine,General Medicine_2024-10-20,10,63,6.3
2024-10-21,General Medicine,General Medicine_2024-10-21,10,63,6.3
2024-10-22,General Medicine,General Medicine_2024-10-22,11,66,6.0
2024-10-23,General Medicine,General Medicine_2024-10-23,12,70,5.83
2024-10-24,General Medicine,General Medicine_2024-10-24,11,64,5.82
2024-10-25,General Medicine,General Medicine_2024-10-25,9,53,5.89
2024-10-26,General Medicine,General Medicine_2024-10-26,11,64,5.82
2024-10-27,General Medicine,General Medicine_2024-10-27,11,65,5.91
2024-10-28,General Medicine,General Medicine_2024-10-28,11,67,6.09
2024-10-29,General Medicine,General Medicine_2024-10-29,11,67,6.09
2024-10-30,General Medicine,General Medicine_2024-10-30,12,71,5.92
2024-10-31,General Medicine,General Medicine_2024-10-31,11,65,5.91
2024-11-01,General Medicine,General Medicine_2024-11-01,11,67,6.09
2024-11-02,General Medicine,General Medicine_2024-11-02,10,60,6.0
2024-11-03,General Medicine,General Medicine_2024-11-03,10,59,5.9
2024-11-04,General Medicine,General Medicine_2024-11-04,10,63,6.3
2024-11-05,General Medicine,General Medicine_2024-11-05,11,66,6.0
2024-11-06,General Medicine,General Medicine_2024-11-06,10,60,6.0
2024-11-07,General Medicine,General Medicine_2024-11-07,11,67,6.09
2024-11-08,General Medicine,General Medicine_2024-11-08,10,63,6.3
2024-11-09,General Medicine,General Medicine_2024-11-09,10,61,6.1
2024-11-10,General Medicine,General Medicine_2024-11-10,10,63,6.3
2024-11-11,General Medicine,General Medicine_2024-11-11,11,65,5.91
2024-11-12,General Medicine,General Medicine_2024-11-12,11,68,6.18
2024-11-13,General Medicine,General Medicine_2024-11-13,11,66,6.0
2024-11-14,General Medicine,General Medicine_2024-11-14,11,66,6.0
2024-11-15,General Medicine,General Medicine_2024-11-15,12,71,5.92
2024-11-16,General Medicine,General Medicine_2024-11-16,10,63,6.3
2024-11-17,General Medicine,General Medicine_2024-11-17,11,66,6.0
2024-11-18,General Medicine,General Medicine_2024-11-18,12,70,5.83
2024-11-19,General Medicine,General Medicine_2024-11-19,10,59,5.9
2024-11-20,General Medicine,General Medicine_2024-11-20,11,67,6.09
2024-11-21,General Medicine,General Medicine_2024-11-21,11,64,5.82
2024-11-22,General Medicine,General Medicine_2024-11-22,10,62,6.2
2024-11-23,General Medicine,General Medicine_2024-11-23,11,64,5.82
2024-11-24,General Medicine,General Medicine_2024-11-24,11,68,6.18
2024-11-25,General Medicine,General Medicine_2024-11-25,11,66,6.0
2024-11-26,General Medicine,General Medicine_2024-11-26,10,58,5.8
2024-11-27,General Medicine,General Medicine_2024-11-27,9,55,6.11
2024-11-28,General Medicine,General Medicine_2024-11-28,11,64,5.82
2024-11-29,General Medicine,General Medicine_2024-11-29,9,53,5.89
2024-11-30,General Medicine,General Medicine_2024-11-30,10,60,6.0
2024-12-01,General Medicine,General Medicine_2024-12-01,11,67,6.09
2024-12-02,General Medicine,General Medicine_2024-12-02,10,63,6.3
2024-12-03,General Medicine,General Medicine_2024-12-03,11,68,6.18
2024-12-04,General Medicine,General Medicine_2024-12-04,11,67,6.09
2024-12-05,General Medicine,General Medicine_2024-12-05,11,64,5.82
2024-12-06,General Medicine,General Medicine_2024-12-06,11,64,5.82
2024-12-07,General Medicine,General Medicine_2024-12-07,11,68,6.18
2024-12-08,General Medicine,General Medicine_2024-12-08,10,63,6.3
2024-12-09,General Medicine,General Medicine_2024-12-09,10,62,6.2
2024-12-10,General Medicine,General Medicine_2024-12-10,11,64,5.82
2024-12-11,General Medicine,General Medicine_2024-12-11,10,61,6.1
2024-12-12,General Medicine,General Medicine_2024-12-12,10,63,6.3
2024-12-13,General Medicine,General Medicine_2024-12-13,11,66,6.0
2024-12-14,General Medicine,General Medicine_2024-12-14,10,60,6.0
2024-12-15,General Medicine,General Medicine_2024-12-15,10,63,6.3
2024-12-16,General Medicine,General Medicine_2024-12-16,10,58,5.8
2024-12-17,General Medicine,General Medicine_2024-12-17,11,66,6.0
2024-12-18,General Medicine,General Medicine_2024-12-18,11,64,5.82
2024-12-19,General Medicine,General Medicine_2024-12-19,10,61,6.1
2024-12-20,General Medicine,General Medicine_2024-12-20,11,65,5.91
2024-12-21,General Medicine,General Medicine_2024-12-21,12,69,5.75
2024-12-22,General Medicine,General Medicine_2024-12-22,12,71,5.92
2024-12-23,General Medicine,General Medicine_2024-12-23,11,65,5.91
2024-12-24,General Medicine,General Medicine_2024-12-24,11,66,6.0
2024-12-25,General Medicine,General Medicine_2024-12-25,11,64,5.82
2024-12-26,General Medicine,General Medicine_2024-12-26,10,57,5.7
2024-12-27,General Medicine,General Medicine_2024-12-27,10,57,5.7
2024-12-28,General Medicine,General Medicine_2024-12-28,11,66,6.0
2024-12-29,General Medicine,General Medicine_2024-12-29,11,65,5.91
2024-12-30,General Medicine,General Medicine_2024-12-30,11,64,5.82
2024-12-31,General Medicine,General Medicine_2024-12-31,10,62,6.2
2025-01-01,General Medicine,General Medicine_2025-01-01,10,62,6.2
2025-01-02,General Medicine,General Medicine_2025-01-02,11,64,5.82
2025-01-03,General Medicine,General Medicine_2025-01-03,10,62,6.2
2025-01-04,General Medicine,General Medicine_2025-01-04,9,55,6.11
2025-01-05,General Medicine,General Medicine_2025-01-05,10,60,6.0
2025-01-06,General Medicine,General Medicine_2025-01-06,11,66,6.0
2025-01-07,General Medicine,General Medicine_2025-01-07,11,66,6.0
2025-01-08,General Medicine,General Medicine_2025-01-08,10,61,6.1
2025-01-09,General Medicine,General Medicine_2025-01-09,11,67,6.09
2025-01-10,General Medicine,General Medicine_2025-01-10,11,65,5.91
2025-01-11,General Medicine,General Medicine_2025-01-11,11,64,5.82
2025-01-12,General Medicine,General Medicine_2025-01-12,10,57,5.7
2025-01-13,General Medicine,General Medicine_2025-01-13,10,63,6.3
2025-01-14,General Medicine,General Medicine_2025-01-14,11,64,5.82
2025-01-15,General Medicine,General Medicine_2025-01-15,12,70,5.83
2025-01-16,General Medicine,General Medicine_2025-01-16,10,62,6.2
2025-01-17,General Medicine,General Medicine_2025-01-17,10,61,6.1
2025-01-18,General Medicine,General Medicine_2025-01-18,10,58,5.8
2025-01-19,General Medicine,General Medicine_2025-01-19,10,62,6.2
2025-01-20,General Medicine,General Medicine_2025-01-20,12,72,6.0
2025-01-21,General Medicine,General Medicine_2025-01-21,11,64,5.82
2025-01-22,General Medicine,General Medicine_2025-01-22,11,64,5.82
2025-01-23,General Medicine,General Medicine_2025-01-23,12,74,6.17
2025-01-24,General Medicine,General Medicine_2025-01-24,12,69,5.75
2025-01-25,General Medicine,General Medicine_2025-01-25,10,59,5.9
2025-01-26,General Medicine,General Medicine_2025-01-26,11,64,5.82
2025-01-27,General Medicine,General Medicine_2025-01-27,11,66,6.0
2025-01-28,General Medicine,General Medicine_2025-01-28,10,63,6.3
2025-01-29,General Medicine,General Medicine_2025-01-29,11,64,5.82
2025-01-30,General Medicine,General Medicine_2025-01-30,10,60,6.0
2025-01-31,General Medicine,General Medicine_2025-01-31,11,65,5.91
2025-02-01,General Medicine,General Medicine_2025-02-01,12,69,5.75
2025-02-02,General Medicine,General Medicine_2025-02-02,10,63,6.3
2025-02-03,General Medicine,General Medicine_2025-02-03,11,65,5.91
2025-02-04,General Medicine,General Medicine_2025-02-04,11,64,5.82
2025-02-05,General Medicine,General Medicine_2025-02-05,10,60,6.0
2025-02-06,General Medicine,General Medicine_2025-02-06,11,68,6.18
2025-02-07,General Medicine,General Medicine_2025-02-07,11,67,6.09
2025-02-08,General Medicine,General Medicine_2025-02-08,10,59,5.9
2025-02-09,General Medicine,General Medicine_2025-02-09,10,63,6.3
2025-02-10,General Medicine,General Medicine_2025-02-10,12,69,5.75
2025-02-11,General Medicine,General Medicine_2025-02-11,11,64,5.82
2025-02-12,General Medicine,General Medicine_2025-02-12,11,66,6.0
2025-02-13,General Medicine,General Medicine_2025-02-13,11,66,6.0
2025-02-14,General Medicine,General Medicine_2025-02-14,10,60,6.0
2025-02-15,General Medicine,General Medicine_2025-02-15,11,65,5.91
2025-02-16,General Medicine,General Medicine_2025-02-16,10,62,6.2
2025-02-17,General Medicine,General Medicine_2025-02-17,10,61,6.1
2025-02-18,General Medicine,General Medicine_2025-02-18,10,62,6.2
2025-02-19,General Medicine,General Medicine_2025-02-19,11,67,6.09
2025-02-20,General Medicine,General Medicine_2025-02-20,11,67,6.09
2025-02-21,General Medicine,General Medicine_2025-02-21,10,57,5.7
2025-02-22,General Medicine,General Medicine_2025-02-22,12,72,6.0
2025-02-23,General Medicine,General Medicine_2025-02-23,10,61,6.1
2025-02-24,General Medicine,General Medicine_2025-02-24,11,68,6.18
2025-02-25,General Medicine,General Medicine_2025-02-25,12,69,5.75
2025-02-26,General Medicine,General Medicine_2025-02-26,11,67,6.09
2025-02-27,General Medicine,General Medicine_2025-02-27,10,60,6.0
2025-02-28,General Medicine,General Medicine_2025-02-28,11,66,6.0
2025-03-01,General Medicine,General Medicine_2025-03-01,11,64,5.82
2025-03-02,General Medicine,General Medicine_2025-03-02,11,66,6.0
2025-03-03,General Medicine,General Medicine_2025-03-03,12,69,5.75
2025-03-04,General Medicine,General Medicine_2025-03-04,10,61,6.1
2025-03-05,General Medicine,General Medicine_2025-03-05,11,65,5.91
2025-03-06,General Medicine,General Medicine_2025-03-06,11,66,6.0
2025-03-07,General Medicine,General Medicine_2025-03-07,10,63,6.3
2025-03-08,General Medicine,General Medicine_2025-03-08,11,66,6.0
